budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
43000000,"Horror, Mystery, Thriller, Drama",https://www.focusfeatures.com/last-night-in-soho,576845,"london, england, nightmare, go-go dancer, time travel, nostalgia, fashion designer, murder, soho london, burlesque, clairvoyant, fashion design, mysterious, shocking, 1960s, somber, mirror, pub, suspenseful, amused, audacious, exuberant, tragic",en,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",24.72,"Film4 Productions, Working Title Films, Complete Fiction, Focus Features, Perfect World Pictures",GB,2021-10-21,22957625,116,en,Released,"When the past lets you in, the truth will come out.",Last Night in Soho,7.3,3474
0,"Drama, Crime",http://www.realgangsters.net/,261903,,en,Real Gangsters,"Real Gangsters tells the story of the Lo Giacamo family, one of the most successful crime syndicates in New York City. Run by cousins Vincent Lo Giacamo and Jack Lo Giacamo, Real Gangsters shows how these two men maintain control of their dangerous extended family and volatile business ventures by very different means.",24.719,,,2013-06-01,0,88,en,Released,,Real Gangsters,2.8,8
3500000,"Animation, Comedy, Family, Music",http://tomandjerrythemovie.warnerbros.com,22582,"villain, cartoon cat, family, cartoon mouse, female villain",en,Tom and Jerry: The Movie,The popular cartoon cat and mouse are thrown into a feature film. The story has the twosome trying to help an orphan girl who is being berated and exploited by a greedy guardian.,24.714,"Film Roman, Live Entertainment, WMG Film, Turner Entertainment, Miramax","DE, US",1992-10-01,3600000,84,en,Released,The world's most famous cat and mouse in their first motion picture.,Tom and Jerry: The Movie,6.3,582
60000000,"Thriller, Western, Adventure",http://danielostroff.com/missing.html,12146,"daughter, mexico, based on novel or book, new mexico, apache nation, baby-snatching, frontier, criminal, 19th century",en,The Missing,"When rancher and single mother of two Maggie Gilkeson sees her teenage daughter, Lily, kidnapped by Apache rebels, she reluctantly accepts the help of her estranged father, Samuel, in tracking down the kidnappers. Along the way, the two must learn to reconcile the past and work together if they are going to have any hope of getting Lily back before she is taken over the border and forced to become a prostitute.",24.71,"Columbia Pictures, Imagine Entertainment, Revolution Studios, Daniel Ostroff Productions",US,2003-11-26,38364277,135,"en, es",Released,"How far would you go, how much would you sacrifice to get back what you have lost?",The Missing,6.314,628
0,"Animation, Adventure, Family",,265339,adult animation,es,Ana y Bruno,"Ana, a nine year old girl, arrives with her mother to an isolated beach with the intention to rest and to know the sea. There, she discovers that they are under a terrible threat, therefore she is obligated to look for help with her father in order to save her mother.",24.708,Itaca Films,MX,2017-09-01,0,96,es,Released,,Ana and Bruno,7.6,94
0,"Action, Drama, History",https://www.wellgousa.com/films/the-swordsman,492008,"sword fight, joseon dynasty (1392–1910), chinese invasion of korea",ko,검객,"After being blinded in a coup against the king, Joseon's greatest swordsman goes into hiding, far removed from his city's anguish. But when traffickers kidnap his daughter, he has no choice but to unsheathe his sword once more.",24.698,"Opus Pictures, Kiwi Media Group, The Wave E&m",KR,2020-09-23,1516150,101,ko,Released,Real chase action.,The Swordsman,7.5,259
3000000,"Drama, Thriller, Mystery",http://www.thekillingofasacreddeerfilm.com,399057,"husband wife relationship, hostage, psychopath, insanity, blackmail, surgeon, paralysis, dysfunctional family, paranormal, revenge, hospital, cruelty, brutality, cafe, cardiologist, recovering alcoholic, open heart surgery",en,The Killing of a Sacred Deer,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",24.693,"Element Pictures, TPC, Film4 Productions, New Sparta Films, Limp, HanWay Films, Fís Éireann/Screen Ireland","GB, US, IE",2017-10-20,10700000,121,"en, fr",Released,,The Killing of a Sacred Deer,7.027,4071
45000000,"Crime, Drama, Thriller",http://www.savagesfilm.com/,82525,"explosive, widow, american abroad, eye gouging, dea agent, shot, southern california, surrogate daughter, laguna beach, california, enforcer, gardner, skull mask, dea, cruel",en,Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,24.693,"Relativity Media, Ixtlan, Onda Entertainment, Universal Pictures, Pathé","FR, US",2012-07-06,82966152,131,en,Released,Young. Beautiful. Deadly.,Savages,6.349,2156
0,Drama,,33194,"rape, woman director, communism crimes",zh,天浴,"Young teen girl Xiu Xiu is sent away to a remote corner of the Sichuan steppes for manual labor in 1975 (sending young people to there was a part of Cultural Revolution in China). A year later, she agrees to go to even more remote spot with a Tibetan saddle tramp Lao Jin to learn horse herding.",24.69,Good Machine Films,"CN, HK, US, TW",1998-02-19,0,99,zh,Released,,Xiu Xiu: The Sent-Down Girl,7.2,40
20000000,"Crime, Thriller, Comedy",https://asimplefavor.movie/,484247,"small town, based on novel or book, widow, dark comedy, female friendship, life insurance, best friend, single mother, missing person, vlogger",en,A Simple Favor,"Stephanie, a dedicated mother and popular vlogger, befriends Emily, a mysterious upper-class woman whose son Nicky attends the same school as Miles, Stephanie's son. When Emily asks her to pick Nicky up from school and then disappears, Stephanie undertakes an investigation that will dive deep into Emily's cloudy past.",24.686,"Feigco Entertainment, Bron Studios","CA, US",2018-08-29,97644617,117,en,Released,Can you keep a secret?,A Simple Favor,6.636,4188
4900000,Horror,http://www.lightsoutmovie.com/,345911,"suicide, sibling relationship, darkness, supernatural, paranormal phenomena, basement, parenthood, mental illness, fear of the dark, ghost, jump scare, based on short",en,Lights Out,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",24.677,"New Line Cinema, Atomic Monster, Grey Matter Productions, RatPac Entertainment",US,2016-07-21,149368835,81,en,Released,You were right to be afraid of the dark.,Lights Out,6.355,3892
55000000,Drama,,9563,"sports, american football, american football coach, trainer, training, american football stadium",en,Any Given Sunday,A star quarterback gets knocked out of the game and an unknown third stringer is called in to replace him. The unknown gives a stunning performance and forces the ageing coach to reevaluate his game plans and life. A new co-owner/president adds to the pressure of winning. The new owner must prove herself in a male dominated world.,24.669,"The Donners' Company, Ixtlan, Warner Bros. Pictures",US,1999-12-22,100230832,163,en,Released,Life is a contact sport.,Any Given Sunday,6.818,1663
46000000,"Crime, Thriller",,320,"hotel, small town, homicide, confession, blackmail, detective, fbi, investigation, hallucination, insomnia, flashback, love, remake, murder, alaska, shootout, cynical, guilt, phone call, neo-noir, midnight sun, planted evidence, crime writer, corrupt cop, distressing",en,Insomnia,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,24.669,"Alcon Entertainment, Witt/Thomas Productions, Section Eight",US,2002-05-24,113714830,118,en,Released,A tough cop. A brilliant killer. An unspeakable crime.,Insomnia,6.944,4799
32000000,"Thriller, Mystery, Crime, Drama",https://www.foxmovies.com/movies/bad-times-at-the-el-royale,446021,"vietnam war, post-traumatic stress disorder (ptsd), casino, hippie, audio tape, motel, jukebox, concierge, richard nixon, payphone, storm, vacuum cleaner, slot machine, ruse, motel room, neo-noir, 1960s, lake tahoe, ridiculous",en,Bad Times at the El Royale,"Lake Tahoe, 1969. Seven strangers, each one with a secret to bury, meet at El Royale, a decadent motel with a dark past. In the course of a fateful night, everyone will have one last shot at redemption.",24.668,"20th Century Fox, Goddard Textiles, TSG Entertainment",US,2018-10-04,31882724,141,en,Released,Seven strangers. Seven secrets. All roads lead here.,Bad Times at the El Royale,6.8,3593
20000000,"Comedy, Action, Thriller, Fantasy",https://www.violentnightmovie.com,899112,"holiday, santa claus, mercenary, saving christmas, booby trap, questioning, duringcreditsstinger, aggressive, christmas, audacious",en,Violent Night,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",24.662,"87North Productions, Universal Pictures, Original Pictures","CA, US",2022-11-30,75734910,111,"en, es, pt",Released,You better watch out.,Violent Night,7.277,2249
40000000,"Science Fiction, Adventure, Drama",https://www.netflix.com/title/81301595,636706,"based on novel or book, space travel, space mission, alien, astronaut, space research, czech republic, absurd",en,Spaceman,"Six months into a solo mission, a lonely astronaut confronts the cracks in his marriage with help from a mysterious creature he discovers on his ship.",24.749,"Free Association, Tango Entertainment, Sinestra",US,2024-02-23,0,108,"en, ko, cs",Released,I just want to go home.,Spaceman,6.722,850
50000000,"Drama, Comedy, Romance",,2898,"new york city, friendship, waitress, single parent, restaurant, lone wolf, dogsitter, road trip, racist, neighbor, author, obsessive compulsive disorder (ocd), single mother, home invasion, dog, novelist, art dealer, rude, obnoxious, unlikely friendship, hospitalization, painter as artist, generosity, mother son relationship, dog owner, gay artist, unexpected romance, daily routine, child with illness, homophobic",en,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",26.945,"TriStar Pictures, Gracie Films",US,1997-12-19,314178011,139,en,Released,A comedy from the heart that goes for the throat. Brace yourself for Melvin.,As Good as It Gets,7.391,3813
70000000,"Adventure, Drama, History",,978,"himalaya mountain range, buddhism, buddhist monk, world war ii, prisoner of war, mountain, monsoon, austria, tibet, dalai lama, mountaineer, lhasa, wedding, based on memoir or autobiography, people's liberation army",en,Seven Years in Tibet,"Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",22.444,"TriStar Pictures, Mandalay Entertainment, Applecross, Reperage & Vanguard Films, Sony Pictures","GB, US",1997-09-12,131457682,136,"zh, en, hi, pt, de, bo",Released,At the end of the world his real journey began.,Seven Years in Tibet,7.157,2863
